url,ten_san_pham,thuong_hieu,gia_ban,sku,mo_ta_ngan,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Dung lượng RAM,Bộ nhớ trong,Pin,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Công nghệ NFC,Thẻ SIM,Loại CPU,Tương thích,Cảm biến
https://cellphones.com.vn/ipad-a16-11-inch.html,iPad A16 Wifi 128GB 2025 | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-a16-11-inch,"iPad A16 11 inch 128gb chip A16 Bionic, công nghệ IPS LCD 1640 x 2360 Pixels, màn hình lớn 11 inch - Mua trả góp iPad 11 giá rẻ tại CellphoneS ngay",11 inches,Liquid Retina,"Camera góc rộng: 12MP, ƒ/1.8, Độ thu phóng kỹ thuật số lên đến 5xChụp ảnh toàn cảnh Panorama: 63MP","Camera 12MP, ƒ/2.4",Chip A16,,128 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 18,2360 x 1640  pixel,Màn hình Multi-Touch với công nghệ LED nền và IPSTrue Tone Độ sáng 500 nit Lớp phủ kháng dầu chống in dấu vân tay,,,CPU 5 lõi,Hỗ trợ Apple Pencil (USB‑C)Hỗ trợ Apple Pencil (thế hệ thứ 1),
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s11-ultra.html,Samsung Galaxy Tab S11 Ultra 5G 12GB 256GB,,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s11-ultra,"Máy tính bảng Samsung Tab S11 Ultra chính hãng - Thu cũ đổi mới, BH 12 tháng, đổi mới 30 ngày, góp 0%. Tặng gói dịch vụ 6tr9. Giao hàng nhanh 2h.",14.6 inches,Dynamic AMOLED 2X,Chính 13 MP - Phụ 8 MP,12 MP,MediaTek Dimensity 9400+,12 GB,256 GB,11600 mAh,Android 16,1848 x 2960 Pixels,Tần số quét120 Hz,Không,Nano-SIM + eSIM,8 nhân,Bút S Pen,
https://cellphones.com.vn/ipad-pro-m4-11-inch-1tb-5g-nano.html,iPad Pro M4 11 inch 5G 1TB Nano | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch-1tb-5g-nano,"Mua iPad Pro M4 11 inch 5G 1TB Nano chính hãng giá rẻ, thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Pro M4 11 inch 5G 1TB !",11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,16 GB,1 TB,31.29 Wh,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kínLớp kính hiển thị kết cấu Nano",Không,1 eSIM,,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 11 M4 Apple Magic Keyboard + Trackpad,
https://cellphones.com.vn/may-tinh-bang-honor-pad-9-pro.html,Honor Pad 9 Pro,HONOR,Liên hệ,may-tinh-bang-honor-pad-9-pro,"Mua máy tính bảng Honor Pad 9 Pro chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Honor Pad 9 Pro tại CellphoneS ngay!",12.1 inches,LCD,13MP ,5MP ,MediaTek Dimensity 8100,12 GB,256 GB,10050 mAh ,Android 14 ,2560 x 1600 pixels (2K),"Tần số quét 144Hz, 1.07 tỷ màu, gam màu DCI-P3",,,,,
https://cellphones.com.vn/oneplus-pad.html,OnePlus Pad,Oneplus,Liên hệ,oneplus-pad,"Mua máy tính bảng OnePlus Pad chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",12.4 inches,Super AMOLED,13 MP và 5 MP,,Snapdragon 865,6 GB,128 GB,10.090 mAh ,,,Kính cường lực Gorilla Glass 3,,,,,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s11-wifi-12gb-256gb.html,Samsung Galaxy Tab S11 Wifi 12GB 256GB,,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s11-wifi-12gb-256gb,"Mua Samsung Galaxy Tab S11 Wifi 12GB 256GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab S11 Wifi 12GB 256GB tại đây.",11 inches,Dynamic AMOLED 2X,13MP,12 MP,MediaTek Dimensity 9400,12 GB,256 GB,8400 mAh,Android 16,2560 x 1600 (WQXGA),1600 nitsTần số quét 120 Hz,Không,,8 nhân,Hỗ trợ S Pen,
https://cellphones.com.vn/ipad-mini-7-5g.html,iPad mini 7 2024 5G 128GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-mini-7-5g,"Mua iPad Mini 7 2024 5G 128GB chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay iPad Mini 7 2024 5G 128GB tại đây.",8.3 inches,Liquid Retina,"Camera Wide 12MP, khẩu độ ƒ/1.8","Camera trước Ultra Wide 12MP, Khẩu độ ƒ/2.4",Chip A17 Pro,,128 GB,"Tích hợp pin sạc Li-Po 19,3 watt‑giờ",iPadOS 18,2266 x 1488 pixels,Màn hình Multi-TouchDải màu rộng (P3)True ToneLớp phủ kháng dầu chống in dấu vân tayCông nghệ ép kínĐộ sáng 500 nitLớp phủ chống phản chiếu,,1 eSIM,CPU 6 lõi với 2 lõi hiệu năng và 4 lõi tiết kiệm điện,Hỗ trợ Apple Pencil Pro + Apple Pencil (USB‑C) Tính năng lướt của Apple Pencil,
https://cellphones.com.vn/ipad-pro-m4-11-inch.html,iPad Pro M4 11 inch Wifi 256GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-pro-m4-11-inch,"Mua máy tính bảng iPad Pro M4 11 inch Wifi 256GB chính hãng, giá tốt chỉ từ 27.89 triệu, trợ giá lên đời, trả góp 0% lãi suất tại CellphoneS.",11 inches,Ultra Retina XDR,"Camera góc siêu rộng 12MP, ƒ/2.4","Camera góc rộng: 12MP, ƒ/1.8",Apple M4,8 GB,256 GB,,iPadOS 17,2420x1668 pixel,"Công nghệ ProMotion Độ sáng 1000nits, 264 ppi Tần số quét 120Hz True Tone Công nghệ ép kín",Không,,CPU 9 lõi với 3 lõi hiệu năng và 6 lõi tiết kiệm điện,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Pro 11 M4 Apple Magic Keyboard + Trackpad,
https://cellphones.com.vn/may-tinh-bang-teclast-p50-4g.html,Máy tính bảng Teclast 4G P50 8GB 128GB,Teclast,Liên hệ,may-tinh-bang-teclast-p50-4g,"Mua máy tính bảng Teclast 4G P50 8GB 128GB chính hãng - Giá rẻ, bảo hành 12 tháng, thu cũ đổi mới, trả góp 0%. Mua ngay máy tính bảng Teclast 4G P50 8GB 128GB tại đây!",11 inches,IPS LCD,8MP,5MP,Unisoc T606,8 GB,128 GB,7000 mAh,Android 15,1280 x 800 pixels,"Hỗ trợ giảm ánh sáng xanh, chế độ bảo vệ mắt, Đa chạm, Không sử dụng PWM",,2 Nano-SIM,8-core,,
https://cellphones.com.vn/may-tinh-bang-xiaomi-redmi-pad-2-wifi.html,Xiaomi Redmi Pad 2 WiFi 6GB 128GB,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-redmi-pad-2-wifi,"Mua máy tính bảng Xiaomi Redmi Pad 2 WiFi giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",11 inches,,"8MP, f/2.0","5MP, f/2.2",MediaTek Helio G100-Ultra,6 GB,128 GB,9000mAh,Xiaomi HyperOS 2,2560 x 1600 pixels (2.5K),"Tần số quét 90Hz, 274 ppi, Độ sáng 500 nits (typ) và 600 nits (Chế độ ngoải trời), Màn hình bảo vệ mắt",,,"A76+A55, 2xA76@2.2GHz+6xA55@2.0 GHz",Redmi Smart PenRedmi Pad 2 CoverRedmi Pad 2 Screen Protector,
https://cellphones.com.vn/may-doc-sach-kindle-scribe-10-3-inch-premium-kem-but-32gb.html,Máy đọc sách Kindle Scribe 10.3 inch Premium kèm bút 32GB,Hãng khác,Liên hệ,may-doc-sach-kindle-scribe-10-3-inch-premium-kem-but-32gb,"Mua máy đọc sách Kindle Scribe 10.3 inch Premium kèm bút chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",10.3 inches,,,,,,32 GB,,,,"Màn hình Amazon Paperwhite 10.3” tích hợp đèn nềnĐộ phân giải 300 ppi, 16 xám độ",,,,,
https://cellphones.com.vn/may-tinh-bang-samsung-galaxy-tab-s10-lite-wifi.html,Samsung Galaxy Tab S10 Lite Wifi 6GB 128GB,,Liên hệ,may-tinh-bang-samsung-galaxy-tab-s10-lite-wifi,"Mua Samsung Galaxy Tab S10 Lite Wifi chính hãng giá rẻ - Thu cũ đổi mới, bảo hành 12 tháng, đổi mới 30 ngày, trả góp 0%. Mua ngay Samsung Galaxy Tab S10 Lite Wifi tại đây.",10.9 inches,TFT LCD,8 MP,5 MP,Exynos 1380,6 GB,128 MB,8000 mAh,Android,1320 x 2112 pixels,Hỗ trợ S Pen16 triệu màuTần số quét 90 Hz,,,8 nhân (4x2.4 GHz + 4x2.0 GHz),Bút S Pen,
https://cellphones.com.vn/samsung-galaxy-tab-s9.html,Samsung Galaxy Tab S9 5G 8GB 128GB,Samsung,Liên hệ,samsung-galaxy-tab-s9,"Mua ngay Máy tính bảng Samsung Galaxy Tab S9  giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",11 inches,Dynamic AMOLED 2X,13 MP,12 MP,Snapdragon 8 Gen 2,8 GB,128 GB,"8,400mAh",Android 13,2560 x 1600 pixels (2K),"Tần số quét 120 Hz, Giảm ánh sáng xanh Eye Care,  HDR10+, dải màu rộng với trên 120%Độ sáng tối đa 750nitsVision Booster",Không,2 SIM (nano‑SIM và eSIM),"8 nhân 3.36 GHz, 2.8GHz, 2GHz",Bút S-pen,
https://cellphones.com.vn/ipad-air-6-m2-11-inch.html,iPad Air 6 M2 11 inch Wifi 128GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-air-6-m2-11-inch,"Mua iPad Air 6 M2 11 inch Wifi 128GB chính hãng nhận ưu đãi 3.5 triệu, giá rẻ 06/2026, trả góp 0% iPad Air M2, phụ kiện mua kèm giảm sâu tại CellphoneS.",10.86 inches,Liquid Retina,"Camera góc rộng 12MP, khẩu độ ƒ/1.8",Camera trước Ultra Wide 12MP trên cạnh ngang Khẩu độ ƒ/2.4,Apple M2,8 GB,128 GB,"Tích hợp pin sạc Li-Po 28,93 watt‑giờ",iPadOS 17,2360 x 1640  pixel,"Màn hình Multi-Touch với công nghệ LED nền và IPS, mật độ 264 ppi Dải màu rộng (P3)True ToneCông nghệ ép kín",Không,,CPU 8 lõi với 4 lõi hiệu năng và 4 lõi tiết kiệm điện,Apple Pencil ProApple Pencil USB-C 2023Bàn phím iPad Air 11 M2/ Pro 11 M2 Apple Magic Keyboard + TrackpadBàn phím iPad Air 11 M2/ Pro 11 M2 Apple Smart Keyboard,
https://cellphones.com.vn/may-tinh-bang-xiaomi-redmi-pad-2-9-7-inch-4g.html,Xiaomi Redmi Pad 2 9.7 inch 4G 4GB 64GB,Xiaomi,Liên hệ,may-tinh-bang-xiaomi-redmi-pad-2-9-7-inch-4g,"Máy tính bảng Xiaomi Redmi Pad 2 9.7 4G chip Snapdragon 6s 4G Gen 2, màn hình 2k 120Hz phù hợp học tập, giải trí - Trợ giá 1tr, bảo hành VIP, góp 0%",9.7 inches,,"8MP, f/2.0, 1.12μm","5MP, f/2.2, 1.12μm",Snapdragon® 6s 4G Gen 2,4 GB,64 GB,7600mAh,Xiaomi HyperOS 3,2408 x 1080 pixels,"Tần số quét 120Hz, Tốc độ lấy nét cảm ứng 240Hz, Độ sáng 500 nits (tối đa 600 nits ở chế độ ngoài trời), Đạt chứng nhận TÜV Rheinland về Ánh sáng xanh thấp",,,8 nhân (Octa-core),,
https://cellphones.com.vn/may-tinh-bang-huawei-matepad-11-5-6gb-128gb.html,Máy tính bảng Huawei MatePad 11.5 inch 6GB 128GB - Kèm bàn phím,Huawei,Liên hệ,may-tinh-bang-huawei-matepad-11-5-6gb-128gb,"Mua máy tính bảng Huawei MatePad 11.5 inch 2025 6GB-128GB - Kèm bàn phím  chính hãng - Giá rẻ, độ bền cao, hỗ trợ trả góp 0%, giao hàng miễn phí toàn quốc.",11.5 inches,TFT LCD,"13 MP (khẩu độ f/1.8, AF)","8 MP (khẩu độ f/2.2, tiêu cự cố định)","Kirin T80, Octa-core",6 GB,128 GB,7700 mAh (giá trị định mức 7600 mAh),HarmonyOS 4.2,2200 x 1.440 pixel,Tần số quét thông minh 60/90/120HzĐộ bão hòa 16.7 triệu màu100% sRGB229 PPITỷ lệ hiển thị 86%,,,,Bút cảm ứng Huawei M-Pencil (thế hệ 2)Bàn phím Huawei Smart Keyboard,
https://cellphones.com.vn/may-doc-sach-kindle-scribe-10-3-inch-premium-kem-but-16gb.html,Máy đọc sách Kindle Scribe 2024 10.3 inch Premium kèm bút 16GB,Hãng khác,Liên hệ,may-doc-sach-kindle-scribe-10-3-inch-premium-kem-but-16gb,"Mua Máy đọc sách Kindle Scribe 2024 10.3 inch Premium kèm bút 16GB kèm bút chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",10.3 inches,,,,,,16 GB,,,,"Công nghệ màn hình 10.2 ”Paperwhite của Amazon với ánh sáng tích hợp, 300 ppi, công nghệ phông chữ được tối ưu hóa, thang màu xám 16 cấp.",,,,,
https://cellphones.com.vn/ipad-mini-6.html,iPad mini 6 WiFi 64GB | Chính hãng Apple Việt Nam,Apple,Liên hệ,ipad-mini-6,"Mua Apple iPad mini 6 năm 2021 chính hãng - Giá rẻ, bảo hành 12 tháng tại Việt Nam, thu cũ đổi mới, trả góp 0%. Mua ngay iPad mini 6 tại đây.",8.3 inches,Liquid Retina,12MP khẩu độ f/1.8,12MP góc rộng,Apple A15 Bionic 6 nhân,4 GB,64 GB,19.3 Wh (~ 5175 mAh),iPadOS 15,2266 x 1488 pixels,Độ phủ màu: DCP-P3 Độ sáng 500 nits Công nghệ True ToneLớp phủ màn hình chống lóa,,,2.93 GHz,Apple Pencil 2Apple Pencil USB-C 2023,
